data,rank,Tag,score,Frota,Tipo,turno,motivo_principal,risco_segmento,acao_recomendada
2025-06-02,1,CA65935,0.960419,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,2,CA65936,0.883216,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,3,CA65792,0.85315,793-D 2S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,4,CA65927,0.844345,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,5,CA65930,0.837842,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,6,CA65931,0.816338,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,7,CA65924,0.766664,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,8,CA5927,0.760362,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,9,PE3797,0.524194,LeTourneau L 1850,Escavadeira,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,10,CA65934,0.479483,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,11,CA65909,0.458476,793-D 3S,Caminhao,tarde,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,12,CA65921,0.453729,793-D 4S,Caminhao,tarde,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,13,CA65933,0.440319,793-D 5S,Caminhao,tarde,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,14,CA65925,0.428623,793-D 4S,Caminhao,tarde,aumento recente na duracao do ciclo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-02,15,CA65929,0.426745,793-D 5S,Caminhao,tarde,aumento recente na duracao do ciclo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,1,CA65935,0.960419,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,2,CA65915,0.948944,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,3,CA65926,0.912398,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,4,CA65927,0.888625,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,5,CA65930,0.887676,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,6,CA65792,0.879852,793-D 2S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,7,CA65928,0.811731,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,8,CA65936,0.770212,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,9,CA65924,0.752617,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,10,CA65925,0.752359,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,11,CA65909,0.743804,793-D 3S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,12,CA65929,0.72739,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,13,CA65921,0.70877,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,14,CA5927,0.583231,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-03,15,CA65793,0.486616,793-D 2S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,1,CA65933,0.960419,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,2,CA65935,0.960419,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,3,CA65927,0.960419,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,4,CA65915,0.959046,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,5,CA65924,0.865129,793-D 4S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,6,CA65921,0.854433,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,7,CA65930,0.844279,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,8,CA65936,0.825339,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,9,CA65909,0.80039,793-D 3S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,10,CA65926,0.744819,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,11,CA65792,0.736301,793-D 2S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,12,CA65928,0.66698,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,13,CA65929,0.502988,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,14,CA5927,0.495839,793-D 5S,Caminhao,noite,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-04,15,CA65931,0.452279,793-D 5S,Caminhao,tarde,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,1,CA65921,0.960419,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,2,CA65933,0.960419,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,3,CA65935,0.960419,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,4,CA65932,0.953957,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,5,CA65924,0.897109,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,6,CA65937,0.821878,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,7,CA5927,0.814193,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,8,CA65792,0.772323,793-D 2S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,9,CA65936,0.754911,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,10,CA65926,0.753472,793-D 4S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,11,CA65931,0.735146,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,12,CA65789,0.652618,793-D 2S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,13,CA65927,0.645692,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,14,CA65915,0.525221,793-D 4S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-05,15,CA65928,0.504649,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,1,CA65935,0.960419,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,2,CA65932,0.960419,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,3,CA65921,0.960419,793-D 4S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,4,CA65924,0.897036,793-D 4S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,5,CA65933,0.858204,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,6,CA5927,0.845597,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,7,CA65927,0.831872,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,8,CA65936,0.811739,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,9,CA65930,0.798747,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,10,CA65937,0.772893,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,11,CA65926,0.771799,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,12,CA65792,0.737173,793-D 2S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,13,CA5926,0.723177,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,14,CA65934,0.719596,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-06,15,CA65916,0.600056,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,1,CA65932,0.959769,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,2,CA65935,0.945403,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,3,CA65927,0.872555,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,4,CA65936,0.871322,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,5,CA65931,0.822885,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,6,CA65926,0.763688,793-D 4S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,7,CA65937,0.760474,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,8,CA65934,0.747129,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,9,CA65792,0.74511,793-D 2S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,10,CA65921,0.738651,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,11,CA65789,0.652336,793-D 2S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,12,CA65930,0.636933,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,13,CA65924,0.545872,793-D 4S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,14,CA65933,0.535737,793-D 5S,Caminhao,manha,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-07,15,CA5927,0.445611,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,1,CA65927,0.960419,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,2,CA65926,0.960419,793-D 4S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,3,CA65792,0.838625,793-D 2S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,4,CA65935,0.823575,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,5,CA65936,0.800555,793-D 5S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,6,CA65937,0.756634,793-D 5S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,7,CA65921,0.728898,793-D 4S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,8,CA65928,0.727391,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,9,CA65932,0.518165,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,10,CA65934,0.517173,793-D 5S,Caminhao,noite,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,11,CA65931,0.508248,793-D 5S,Caminhao,noite,historico recente de alertas em 24h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,12,CA5927,0.506536,793-D 5S,Caminhao,manha,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,13,CA65933,0.503187,793-D 5S,Caminhao,noite,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,14,CA65930,0.456001,793-D 5S,Caminhao,noite,maior score diario do modelo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-08,15,CA65924,0.434668,793-D 4S,Caminhao,noite,aumento recente na duracao do ciclo,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-09,1,CA65927,0.960419,793-D 5S,Caminhao,manha,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-09,2,CA65926,0.959607,793-D 4S,Caminhao,noite,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
2025-06-09,3,CA65792,0.945342,793-D 2S,Caminhao,tarde,alertas recentes na janela de 4h,alto_acima_threshold,inspecionar primeiro e registrar achado operacional
