threshold,recall,precision,f1,auc_pr,auc_roc,predicted_positive_rate,false_positive,false_negative
0.40491128449907443,0.4358903732268283,0.25378878999278326,0.32079870261504156,0.2450323852159519,0.7407946529003105,0.22000141128320927,9306,4096
0.41637771861228656,0.41729789285222424,0.2545362903225806,0.3162014088181581,0.2450323852159519,0.7407946529003105,0.20999894153759305,8874,4231
0.4278338253278064,0.400633521553505,0.25657082377844415,0.3128125168019786,0.2450323852159519,0.7407946529003105,0.20001411283209258,8429,4352
0.43886944411986434,0.38190331910205205,0.25745056169343605,0.307564330079858,0.2450323852159519,0.7407946529003105,0.1900116430864764,7998,4488
0.4488685319489938,0.36083184134416746,0.2567368936795688,0.30001145081873354,0.2450323852159519,0.7407946529003105,0.1800268143809759,7585,4641
0.458811847257301,0.3421016388927145,0.2577565632458234,0.2939992898567878,0.2450323852159519,0.7407946529003105,0.17000670359524397,7153,4777
0.4687074906167811,0.3226828260570169,0.2583241455347299,0.28693895046231094,0.2450323852159519,0.7407946529003105,0.16000423384962778,6727,4918
0.4785414999700448,0.30532984437405314,0.2607315065271081,0.28127378837858413,0.2450323852159519,0.7407946529003105,0.15000176410401156,6286,5044
0.4890442677135676,0.2881145847679383,0.26360887096774194,0.2753174968743831,0.2450323852159519,0.7407946529003105,0.13999929435839537,5844,5169
0.5009806017278707,0.26745627324060045,0.26350067842605157,0.26546374137106143,0.2450323852159519,0.7407946529003105,0.1300144656528949,5428,5319
0.5144191265110882,0.24624707340586696,0.2628252241658092,0.25426621160409557,0.2450323852159519,0.7407946529003105,0.12001199590727869,5015,5473
0.5274304357112445,0.22600192810907588,0.2631494547787043,0.2431651478106246,0.2450323852159519,0.7407946529003105,0.11000952616166249,4595,5620
0.54167003723222,0.20837350227241427,0.26689010407479274,0.23402938901778808,0.2450323852159519,0.7407946529003105,0.10000705641604629,4156,5748
0.5560910346577785,0.18771519074507645,0.2671501372010976,0.22049664320957696,0.2450323852159519,0.7407946529003105,0.09000458667043008,3739,5898
0.5750380947302234,0.16939815452417023,0.27122381477398017,0.20854526958290945,0.2450323852159519,0.7407946529003105,0.08000211692481389,3305,6031
0.5952708976827312,0.14694945599779644,0.2689012096774194,0.19004363701131,0.2450323852159519,0.7407946529003105,0.06999964717919768,2901,6194
0.6197106812192448,0.12463847954827159,0.26601998824221046,0.16974585013598426,0.2450323852159519,0.7407946529003105,0.06001481847369721,2497,6356
0.6449138861847256,0.10370472386723592,0.2656084656084656,0.14916798732171158,0.2450323852159519,0.7407946529003105,0.05001234872808101,2082,6508
0.6710889929946137,0.08428591103153836,0.26972234464521816,0.12843651626442812,0.2450323852159519,0.7407946529003105,0.04002752002258053,1657,6649
0.7006365251245725,0.06472937611899188,0.27630805408583187,0.10488730194153091,0.2450323852159519,0.7407946529003105,0.030007409236848605,1231,6791
0.7295344067554508,0.04778956066657485,0.30599647266313934,0.08266825491363908,0.2450323852159519,0.7407946529003105,0.0200049394912324,787,6914
0.7593714889048486,0.02589175044759675,0.3315696649029982,0.04803270311701584,0.2450323852159519,0.7407946529003105,0.0100024697456162,379,7073
0.8469542210878145,0.0001377220768489189,1.0,0.0002754062241806665,0.2450323852159519,0.7407946529003105,1.7641040115725225e-05,0,7260
